Project ID,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Project Name,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,CORSIA Eligible,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Documents,Data,Project Website
CAR1189,CAFR5219,,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC",Garcia River,Mendocino Redwood Company,NONE,,Improved Forest Management - ARB Compliance,Completed,Inactive,No,Mendocino County,CALIFORNIA,US,,,,,10/20/2015,,View,View,
CAR102,NA,,The Conservation Fund,The Conservation Fund,Garcia River Forest,,,,Conservation-Based Forest Management,Transitioned,Not ARB Eligible,No,Mendocino County,CALIFORNIA,US,,,,1849397,07/01/2005,12/24/2008,View,View,
CAR1098,CAFR5141,,The Conservation Fund,The Conservation Fund,Garcia River Forest - ARB,The Conservation Fund,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,Mendocino County,CALIFORNIA,US,,,Reported under CAR102 prior to transition to the ARB Compliance Offset Protocol,1187031,02/09/2015,02/16/2017,View,View,www.conservationfund.org
CAR978,NA,,"Camco International Group, Inc.","Camco International Group, Inc.",Gardeau Crest Dairy,"Camco International Group, Inc.",None,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Perry, NY, Wyoming County",NEW YORK,US,,,,22054,11/21/2012,09/05/2014,View,View,
CAR475,NA,,Gaston County Solid Waste and Recycling,Gaston County Solid Waste and Recycling,Gaston County Landfill Gas Destruction Project,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,"Gaston County, Dallas, NC",NORTH CAROLINA,US,,,,1411793,05/07/2020,11/11/2009,View,View,
CAR1017,NA,,GEC Organics,GEC Organics,GEC Organics,,,,Organic Waste Composting,Completed,Not ARB Eligible,No,Castleberry Alabama 36432,ALABAMA,US,,,,,11/04/2013,,View,View,www.gecorganics.us
CAR441,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",George DeRuyter & Sons Dairy,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,Outlook,WASHINGTON,US,,,,131618,04/09/2009,06/22/2010,View,View,
CAR1080,CALS5094,,"3Degrees Group, Inc","3Degrees Group, Inc",George DeRuyter and Sons Dairy Methane Reduction Project,George DeRuyter and Sons Dairy LLC,"3Degrees Group, Inc",,Livestock - ARB Compliance,Completed,,No,Near Yakima County,WASHINGTON,US,,,,45849,09/17/2014,09/12/2016,View,View,
CAR1475,NA,CARC1581,Bank of Montreal,Jordan Gibson - LTD.,Gibson Grassland Project,,,"TUV SUD America, Inc.",Canada Grassland,Listed,Not ARB Eligible,No,Vermilion River County #24,ALBERTA,CA,,,,,04/12/2023,,View,View,
CAR1288,CALS5388,,"Maas Energy Works, Inc.","Maas Energy Works, Inc.",GJ TeVelde Ranch Dairy Digester,"GJ TeVelde Ranch Energy, LLC",Maas Energy Works,,Livestock - ARB Compliance,Completed,,No,Tulare County,CALIFORNIA,US,,,,49676,11/18/2017,11/16/2018,View,View,
CAR1806,NA,,"GQ Sustain, LLC","GQ Sustain, LLC",GQ Sustain Historical Program,,,,Soil Enrichment,Listed,Not ARB Eligible,No,"KS, NE, MO",TEXAS,US,,,,,11/29/2023,,View,View,
CAR399,NA,,EcoSecurities International Limited,EcoSecurities International Limited,Granger Decatur Landfill Gas Destruction Project,,,"TUV SUD America, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Trinity,ALABAMA,US,,,Moved to completed 3/14/2013 (missed annual reporting requirement),169589,09/25/2008,12/21/2009,View,View,
CAR749,NA,,"Woodlands Nature Reserve, LLC","Woodlands Nature Reserve, LLC",Green Assets - Middleton Avoided Conversion,Middleton Place LLC,"Green Assets, Inc.",,Avoided Conversion,Completed,Not ARB Eligible,No,Charleston,SOUTH CAROLINA,US,,,Project has transitioned to compliance - CAR1109,285687,05/02/2011,09/17/2013,View,View,
CAR1109,CAFR5105,,"Woodlands Nature Reserve, LLC","Woodlands Nature Reserve, LLC",Green Assets – Woodlands Nature Reserve Avoided Conversion Project,"Woodlands Nature Reserve, LLC","Green Assets, Inc","S&A Carbon, LLC",Avoided Conversion - ARB Compliance,Registered,Active ARB Project,No,"Dorchester Co.; North of Charleston, S.C",SOUTH CAROLINA,US,,,,265776,12/23/2014,04/13/2016,View,View,
CAR412,NA,,"Camco International Group, Inc.","Camco International Group, Inc.",Green Meadow Farm,"Camco International Group, Inc.",,DNV,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,Shiawassee,MICHIGAN,US,,,Approved for Zero-Credit Reporting Period for 2013 and 2014 vintages,36799,12/02/2008,05/04/2010,View,View,
CAR629,NA,,"Solvay Chemicals, Inc.","Solvay Chemicals, Inc.",Green River Trona Mine Methane Destruction and Utilization Project,,,,Coal Mine Methane - Drainage,Completed,Not ARB Eligible,No,Sweetwater County,WYOMING,US,,,,498654,04/19/2010,09/01/2011,View,View,
CAR504,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",Green Valley Dairy,"TerraPass, Inc.",None,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Krakow, Wisconsin",WISCONSIN,US,,,,70598,10/16/2009,09/24/2012,View,View,
CAR1106,CALS5180,,"3Degrees Group, Inc","3Degrees Group, Inc",Green Valley Dairy Methane Reduction Project,Green Valley Dairy,"3Degrees Group, Inc",,Livestock - ARB Compliance,Registered,Active ARB Project,No,"Krakow, Wisconsin",WISCONSIN,US,,,,130138,02/27/2015,10/19/2016,View,View,
CAR495,NA,,"Anew Environmental, LLC","Anew Environmental, LLC",Greenville County Landfill Gas Utilization Project,,,"TUV SUD America, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,Greenville County; Greer,SOUTH CAROLINA,US,,,,917551,09/17/2009,01/19/2010,View,View,
CAR1190,CAFR5220,,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC",Greenwood Creek,Mendocino Redwood Company,NONE,"Aster Global Environmental Solutions, Inc.",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,Mendocino County,CALIFORNIA,US,,,,506395,10/20/2015,06/26/2018,View,View,
CAR1468,NA,CARC1581,Bank of Montreal,Cliff Grinde LLC,Grinde Grasslands Project,,,"TUV SUD America, Inc.",Canada Grassland,Listed,Not ARB Eligible,No,Calgary,ALBERTA,CA,,,,,04/12/2023,,View,View,
CAR1116,CAFR5116,,Sierra Pacific Industries,Sierra Pacific Industries,Griswold,Sierra Pacific industries,None,SCS Global Services,Improved Forest Management - ARB Compliance,Completed,Inactive,No,In Tuolumne County north east of Sonora,CALIFORNIA,US,,,,,01/21/2015,,View,View,
CAR612,NA,,Grotegut Dairy Farm Inc,Grotegut Dairy Farm Inc,Grotegut Dairy Farm Inc,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,Newton,WISCONSIN,US,,,,54686,04/22/2010,05/30/2013,View,View,
CAR1135,CALS5143,,"DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.","Grotegut Dairy Farm, Inc","Grotegut Dairy Farm, Inc.",Calumet Renewable Energy LLC,,Livestock - ARB Compliance,Registered,Active ARB Project,No,"Newton, Manitowoc County",WISCONSIN,US,,,,49058,02/12/2015,08/09/2017,View,View,www.dteenergy.com
CAR465,NA,,GTR Solid Waste Management Authority,GTR Solid Waste Management Authority,GTR Solid Waste Landfill,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,Oktibbeha/Clay county near Starkville MS,MISSISSIPPI,US,,,,322270,07/09/2009,02/11/2011,View,View,
CAR1484,NA,CARC1478,Toroto SAPI de CV,"GUADALUPE ZAJÚ, CHANJUL, SAN ANTONIO CHICHARRAS","Guadalupe Zajú, Chanjul, San Antonio Chicharras",,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,No,Municipio de Tapachula,CHIAPAS,MX,,,,,06/04/2021,,View,View,www.guadalupezaju.com
CAR660,NA,,The Conservation Fund,The Conservation Fund,Gualala River Forest,The Conservation Fund,,,Improved Forest Management,Completed,Not ARB Eligible,No,Southern Mendocino County; near Gualala,CALIFORNIA,US,,,,514346,08/03/2010,12/23/2011,View,View,
CAR1099,CAFR5137,,The Conservation Fund,The Conservation Fund,Gualala River Forest - ARB,The Conservation Fund,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,"Mendocino County, CA",CALIFORNIA,US,,,,635335,02/09/2015,05/16/2017,View,View,www.conservationfund.org
CAR1958,NA,,INVESTIGACION Y SOLUCIONES SOCIOAMBIENTALES,Desarrollo Agropecuario y Forestal Yaxa,"Hacienda Yaxa, capactura de carbono en el contexto del Tren Maya, Campeche, México.",,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Listed,Not ARB Eligible,No,Cerca de la Capital de Campeche,CAMPECHE,MX,,,,,05/14/2024,,View,View,
CAR1562,NA,,"Anew Environmental, LLC","Anew Environmental, LLC",Hamptons Road Recovery Center,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,Virginia Beach,VIRGINIA,US,,,,21786,05/06/2022,01/05/2024,View,View,
CAR635,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",Hancock County Landfill Gas Collection Project,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,Hancock County,OHIO,US,,,,1335511,05/13/2010,05/31/2012,View,View,
CAR1476,NA,CARC1581,Bank of Montreal,Hansen Ranches Cattle Company Ltd,Hansen Grassland Project,,,"TUV SUD America, Inc.",Canada Grassland,Listed,Not ARB Eligible,No,Cardston County,ALBERTA,CA,,,,,04/12/2023,,View,View,
CAR540,NA,,Hardin County Fiscal Court,Hardin County Fiscal Court,Hardin County Landfill,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Elizabethtown, KY",KENTUCKY,US,,,,121913,11/24/2009,,View,View,
CAR1238,NA,CARC1846,Southern Plains Land Trust,Southern Plains Land Trust,Heartland Ranch Phase 1,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,No,Bent County,COLORADO,US,,,,43226,08/31/2016,07/12/2018,View,View,Southern Plains Land Trust
CAR1299,NA,CARC1846,Southern Plains Land Trust,Southern Plains Land Trust,Heartland Ranch Phase 2,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,No,Bent County,COLORADO,US,,,,12998,08/13/2018,03/29/2019,View,View,Southern Plains Land Trust
CAR1328,NA,CARC1846,Southern Plains Land Trust,Southern Plains Land Trust,Heartland Ranch Phase 3,Southern Plains Land Trust,Nicole Rosmarino,,Avoided Grassland Conversion,Registered,Not ARB Eligible,No,"Bent County, Colorado",COLORADO,US,,,,2776,01/08/2019,01/24/2020,View,View,Southern Plains Land Trust
CAR1693,NA,CARC1846,Southern Plains Land Trust,Southern Plains Land Trust,Heartland Ranch Phase 4,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,No,Lamar,COLORADO,US,,,,3965,03/29/2023,03/29/2024,View,View,southernplains.org
CAR1694,NA,CARC1846,Southern Plains Land Trust,Southern Plains Land Trust,Heartland Ranch Phase 5,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,No,Lamar,COLORADO,US,,,,5089,03/29/2023,03/29/2024,View,View,southernplains.org
CAR422,NA,,"Timberline Energy, LLC","Timberline Energy, LLC",Hernando County Landfill Electric Generation,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,Brooksville,FLORIDA,US,,,,771763,01/07/2009,08/04/2009,View,View,www.timberlineenergy.com
CAR487,NA,,Environmental Credit Corp.,Environmental Credit Corp.,Herrema Dairy,Environmental Credit Corp.,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,Jasper County; Fair Oaks,INDIANA,US,,,,19480,09/03/2009,06/13/2013,View,View,N/A
CAR489,NA,,ClimeCo LLC,ClimeCo LLC,Hidden View Dairy,Environmental Credit Corp.,,,Livestock Gas Capture/Combustion,Registered,Not ARB Eligible,No,Jasper County; Rensselaer,INDIANA,US,,,,60518,12/06/2023,03/08/2013,View,View,N/A
CAR1492,CAFR6492,,"Compass Carbon, LLC","Compass Carbon, LLC",Highsplint 4-2021,"Carbon Assets 1, LLC","Compass Carbon, LLC",,Improved Forest Management - ARB Compliance,Listed,Proposed Project,No,"Highsplint, Harlan County",KENTUCKY,US,,,,,10/25/2021,,View,View,
CAR829,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",Hilltop Sand and Gravel Landfill GHG Project,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,"7950 Telegraph Road, Alexandria, Faifax County",VIRGINIA,US,,,,200701,05/19/2011,12/04/2013,View,View,
CAR1006,NA,,Fruit Growers Supply Company,21st Century Fox,Hilt Forest Carbon Project,Fruit Growers Supply Company,None,,Improved Forest Management - ARB Compliance,Completed,Inactive,No,Siskiyou County,CALIFORNIA,US,,,,,07/30/2013,,View,View,
CAR1191,CAFR5291,,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC",Hollow Tree,Mendocino Redwood Company,NONE,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,Mendocino County,CALIFORNIA,US,,,,1214708,10/23/2015,06/20/2017,View,View,
CAR599,NA,,"Holsum Dairies, LLC","Holsum Dairies, LLC",Holsum Elm,"Holsum Dairies, LLC",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,Calumet County,WISCONSIN,US,,,,116273,04/22/2010,08/11/2011,View,View,
CAR1153,CALS5153,,"Holsum Dairies, LLC","Holsum Dairies, LLC",Holsum Elm Dairy,"Holsum Dairies, LLC","Ag Methane Advisors, LLC",,Livestock - ARB Compliance,Completed,Terminated,No,Calumet County,WISCONSIN,US,,,Missed OPDR deadline,67274,02/26/2015,03/09/2017,View,View,
CAR1154,CALS5154,,"Holsum Dairies, LLC","Holsum Dairies, LLC",Holsum Irish Dairy,"Holsum Dairies, LLC","Ag Methane Advisors, LLC",,Livestock - ARB Compliance,Completed,,No,Calumet County,WISCONSIN,US,,,Missed OPDR deadline,82818,02/26/2015,11/04/2015,View,View,
CAR601,NA,,"Holsum Dairies, LLC","Holsum Dairies, LLC",Holsum Irish Dairy,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,Calumet County,WISCONSIN,US,,,,64801,05/06/2010,08/11/2011,View,View,
CAR901,NA,,Honeywell International Inc.,Honeywell International Inc.,Honeywell ODS Destruction Project,Honeywell International Inc.,MGM Innova Consulting Inc.,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,No,El Dorado,ARKANSAS,US,,,,128072,10/20/2011,02/22/2012,View,View,
CAR681,NA,,Northeast Wilderness Trust,Northeast Wilderness Trust,Howland Research Forest,,,,Improved Forest Management,Transitioned,Not ARB Eligible,No,Penobscot County,MAINE,US,,,,48852,12/19/2013,03/13/2015,View,View,www.forestcarbonpartners.com
CAR1968,CAFR6968,,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC",HRC Fangorn Forest IFM,"Humboldt Redwood Company, LLC","Mendocino Redwood Company, LLC",,Improved Forest Management - ARB Compliance,Listed,Proposed Project,No,Humboldt County,CALIFORNIA,US,,,,,07/26/2024,,View,View,
CAR1867,CAFR6867,,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC",HRC Yager IFM,"Humboldt Redwood Company, LLC","Mendocino Redwood Company, LLC",,Improved Forest Management - ARB Compliance,Listed,Proposed Project,No,Humboldt County,CALIFORNIA,US,,,,,12/07/2023,,View,View,
CAR1341,CAOD6341,,Hudson Technologies Company,Hudson Technologies Company,Hudson Tech 2019-4,Hudson Technologies Company,None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active Registry Project,No,East Liverpool,OHIO,US,,,,73462,05/21/2019,07/29/2019,View,View,
CAR1367,CAOD6367,,Hudson Technologies Company,Hudson Technologies Company,Hudson Tech 2019-5,Hudson Technologies Company,None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active Registry Project,No,East Liverpool,OHIO,US,,,,58918,06/25/2019,09/10/2019,View,View,
CAR1353,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Hueyapan,Hueyapan - ASRTulancingo,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,No,Cuautepec de Hinojosa;Hueyapan,HIDALGO,MX,,,,1593,06/25/2019,03/09/2021,View,View,
CAR1339,CAFR6339,,Peak Carbon LLC,Peak Carbon LLC,Humboldt Mixed Forest Improvement Project,Green Diamond Resource Company,Peak Carbon LLC,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,Humboldt and Del Norte Counties,CALIFORNIA,US,,,,3227415,06/13/2019,02/14/2020,View,View,
CAR1002,CALS5025,,"Native, a Public Benefit Corporation","Native, a Public Benefit Corporation",Ideal Family Farms Digester Project,"JMA Farms, LLC.","NativeEnergy, Inc.",,Livestock - ARB Compliance,Registered,Active ARB Project,No,Beavertown,PENNSYLVANIA,US,,,,44622,09/05/2013,01/31/2015,View,View,
CAR1834,NA,,"Native, a Public Benefit Corporation","Native, a Public Benefit Corporation",Ideal Family Farms Digester Project,"JMA Farms, LLC.","Native, a a Public Benefit Corporation","Agri-Waste Technology, Inc.",Livestock Gas Capture/Combustion,Listed,Not ARB Eligible,No,Beavertown,PENNSYLVANIA,US,,,,,10/06/2023,,View,View,
CAR776,NA,,IESI LA Landfill Corporation,IESI LA Landfill Corporation,IESI-Trinity LaSalle/Grant Carbon Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,LaSalle Parish,LOUISIANA,US,,,,88464,09/02/2010,04/05/2013,View,View,
CAR838,NA,,Timber Ridge Landfill Company,Timber Ridge Landfill Company,IESI-Trinity Timber Ridge Landfill Carbon Project,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,"Washington County, MO",MISSOURI,US,,,,656381,06/09/2011,05/02/2013,View,View,
CAR812,NA,,IESI LA Landfill Corporation,IESI LA Landfill Corporation,IESI-Trinity Timberlane Carbon Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Allen Parish,LOUISIANA,US,,,,165813,03/17/2011,03/28/2013,View,View,
CAR558,NA,,"Anew Environmental, LLC","Anew Environmental, LLC",Indian River County Landfill,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,Indian River County,FLORIDA,US,,,,284794,09/28/2011,06/15/2012,View,View,http://www.ircwaste.com/
CAR1334,NA,,Indigo Ag,Indigo Ag,Indigo Ag Nitrogen Management,,,,Nitrogen Management,Completed,Not ARB Eligible,No,"AZ, AR, CA, CO, ID, IL, IN, IA, KS, KY, MI, MN, MO, MT, NE, NC, ND, NY, OH, OK, OR, PA, SD, TN, TX, VA, WA, WI, WY",KANSAS,US,,,,,04/08/2019,,View,View,
CAR1459,NA,,Indigo Ag,Indigo Ag,Indigo U.S. Project No.1,,,"Aster Global Environmental Solutions, Inc.",Soil Enrichment,Registered,Not ARB Eligible,Yes,AL AZ AR CA CO CT DE FL GA ID IL IN IA KS KY LA ME MD MA MI MN MS MO MT NE NV NH NJ NM NY NC ND OH OK OR PA RI SC SD TN TX UT VT VA WA WV WI WY,MASSACHUSETTS,US,,"1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;9. Industry, Innovation and Infrastructure;10. Reduced Inequalities;12. Responsible Consumption and Production;13. Climate Action;14. Life Below Water;15. Life on Land;17. Partnership for the Goals",,296662,12/18/2020,06/29/2022,View,View,www.indigoag.com/carbon
CAR1600,NA,CARC1598,Toroto SAPI de CV,Ing. Eugenio Echeverria Castellot N° 2,Ing. Eugenio Echeverria Castellot N° 2,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,No,Calakmul,CAMPECHE,MX,,,,,08/06/2022,,View,View,www.toroto.mx/en/projects
CAR397,NA,,EcoSecurities International Limited,EcoSecurities International Limited,"Intrepid Technology Resources, Inc. Anaerobic Digester at the Westpoint Dairy",,,"First Environment, Inc.",Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,Wendell,IDAHO,US,,,Moved to completed 3/14/2013 (missed annual reporting requirement),9303,08/13/2008,07/31/2009,View,View,
CAR396,NA,,EcoSecurities International Limited,EcoSecurities International Limited,"Intrepid Technology Resources, Inc. Anaerobic Digester at the Whitesides Dairy Farm",,,"First Environment, Inc.",Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,Rupert,IDAHO,US,,,Moved to completed 3/14/2013 (missed annual reporting requirement),31193,08/13/2008,07/31/2009,View,View,
CAR1978,NA,,"INV Nylon Chemicals Americas, LLC","INV Nylon Chemicals Americas, LLC",Invista Victoria AAP-VNOX Unit,,,,Adipic Acid,Listed,Not ARB Eligible,No,"Victoria County, Victoria",TEXAS,US,,,,,05/24/2024,,View,View,
CAR1977,NA,,"INV Nylon Chemicals Americas, LLC","INV Nylon Chemicals Americas, LLC",Invista Victoria NAP-AOP Unit,,,,Nitric Acid N2O- Secondary Catalyst,Listed,Not ARB Eligible,No,"Victoria County, Victoria",TEXAS,US,,,,,05/24/2024,,View,View,
CAR1289,CAOD5399,,"Irony, LLC","Irony, LLC",Irony,Irony LLC,None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active ARB Project,No,Bowling Green,OHIO,US,,,,8330,08/27/2018,12/17/2018,View,View,
CAR1862,NA,,The Climate Trust,"GQ Sustain, LLC",IX Ranch,,,,Avoided Grassland Conversion,Listed,Not ARB Eligible,No,Blain and Chouteau Counties,MONTANA,US,,,,,10/26/2023,,View,View,
CAR1366,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Ixtula y Sembo,Ixtula y Sembo - ASRTulancingo,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,No,Huasca de Ocampo; El Zembo,HIDALGO,MX,,,,1040,06/24/2019,02/25/2021,View,View,
CAR880,NA,,"Anew Environmental, LLC","Anew Environmental, LLC",Johnston County Landfill Project,,,"TUV SUD America, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,"Johnston County, NC",NORTH CAROLINA,US,,,,241613,07/21/2011,02/18/2014,View,View,
CAR646,NA,,AMC Maine Woods Initiative LLC,AMC Maine Woods Initiative LLC,Katahdin Iron Works Ecological Reserve,,,,Improved Forest Management,Registered,Not ARB Eligible,No,"Piscataquis County, Maine; east of Greenville",MAINE,US,,,Credits may only be used in voluntary offset market; not CARB eligible. Contact Reserve for details,201642,02/11/2011,01/29/2014,View,View,www.outdoors.org
CAR1915,NA,,Kateri Environmental Corp.,Kateri Environmental Corp.,Kateri Grassland Project #1,,,"TUV SUD America, Inc.",Avoided Grassland Conversion,Listed,Not ARB Eligible,No,"Carbon County, MT; Near Roscoe",MONTANA,US,,,,,05/17/2024,,View,View,katericarbon.com
CAR522,NA,,"Advanced Disposal Services Blue Ridge Landfill, Inc.","Advanced Disposal Services Blue Ridge Landfill, Inc.",Kentucky Blue Ridge Landfill,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,Irvine,KENTUCKY,US,,,,358412,11/19/2009,09/30/2010,View,View,
CAR1489,CAFR5377,,Yurok Tribe,Yurok Tribe,Kepel Creek Improvement Forest Management Project,Yurok Tribe,None,,Improved Forest Management - ARB Compliance,Listed,Proposed Project,No,Klamath,CALIFORNIA,US,,,Project has been transferred from ACR377,,12/09/2021,,View,View,
CAR621,NA,,Kimble Company,Kimble Company,Kimble Sanitary Landfill Gas Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Dover,OHIO,US,,,,1684325,04/22/2010,09/28/2011,View,View,
CAR1822,CAFR6822,,"The Kings Grove, Inc.","The Kings Grove, Inc.",Kings Grove,The Kings Grove,None,"TUV SUD America, Inc.",Improved Forest Management - ARB Compliance,Listed,Proposed Project,No,San Mateo County,CALIFORNIA,US,,,,,08/30/2023,,View,View,
CAR1948,NA,,Eco Material Technologies Inc,Eco Material Technologies Inc,Kirkland Natural Pozzolan SCM Project,,,"Agri-Waste Technology, Inc.",Low Carbon Cement,Listed,Not ARB Eligible,No,"Skull Valley, AZ",ARIZONA,US,,,,,02/12/2024,,View,View,www.ecomaterial.com
CAR1614,CAFR6614,,Acer Klamath Forest LLC,Acer Klamath Forest LLC,Klamath Forest Carbon Project,Acer Klamath Forest LLC,None,"TUV SUD America, Inc.",Improved Forest Management - ARB Compliance,Listed,Proposed Project,No,"Siskiyou County, CA and Jackson County, OR",CALIFORNIA,US,,,,,09/19/2022,,View,View,
CAR761,NA,,"L and D Landfill, Limited Partnership","L and D Landfill, Limited Partnership",L and D Landfill Methane Destruction Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Sacramento,CALIFORNIA,US,,,,125797,07/01/2010,,View,View,
CAR1355,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido La Estancia,La Estancia - ASRTulancingo,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,No,Singuilucan; La Estancia,HIDALGO,MX,,,,2014,06/24/2019,02/25/2021,View,View,
CAR1485,NA,CARC1478,Toroto SAPI de CV,La Gloria de Gante,La Gloria de Gante,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,No,Municipio de Tapachula,CHIAPAS,MX,,,,,04/13/2021,,View,View,www.guadalupezaju.com
CAR1019,NA,,Energía Renovable de Cuautla S.A. de C.V.,Energía Renovable de Cuautla S.A. de C.V.,LA PERSEVERANCIA BIOGAS PLANT,,,,Landfill - MX,Registered,Not ARB Eligible,No,CUAUTLA,MORELOS,MX,,,,62745,10/22/2013,07/18/2018,View,View,
CAR1568,NA,,Toroto SAPI de CV,Ejido Laguna Om,Laguna Om,,,,Forestry - MX,Registered,Not ARB Eligible,No,Othón P Blanco,QUINTANA ROO,MX,,,,89916,06/01/2022,02/16/2024,View,View,www.toroto.mx/en/projects
CAR1294,CALS5394,,"Camco Offsets I, LLC","Camco Offsets I, LLC",Lakeshore Dairy,"Lakeshore Dairy, LLC","Camco Offsets I, LLC",,Livestock - ARB Compliance,Completed,Terminated,No,"Wilson, NY",NEW YORK,US,,,,14632,02/17/2018,09/15/2020,View,View,
CAR1316,CALS6316,,"California Bioenergy, LLC","California Bioenergy, LLC",Lakeview Farms Dairy,ABEC #3 LLC,California Bioenergy LLC,,Livestock - ARB Compliance,Registered,Active ARB Project,No,Bakersfield,CALIFORNIA,US,,,,131111,09/05/2018,09/03/2019,View,View,http://calbioenergy.com/
CAR1253,CALS5319,,"Camco Offsets I, LLC","Camco Offsets I, LLC",Lambs Dairy Digester,"Lamb Farms, Inc.","Camco Offsets I, LLC",,Livestock - ARB Compliance,Completed,Terminated,No,"Oakfield, New York",NEW YORK,US,,,,42579,02/23/2017,05/23/2018,View,View,
CAR509,NA,,"Larimer Energy, LLC","Larimer Energy, LLC",Larimer County Landfill Gas Project,,,Futurepast: Inc.,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,"Larimer County, Colorado",COLORADO,US,,,,160406,10/30/2009,03/30/2011,View,View,
